0.000000,60
0.000000,60
0.000000,61
0.000000,61
0.000000,60
0.000000,61
0.000000,60
1.000000,61
2.000000,60
3.000000,60
4.000000,60
5.000000,60
7.000000,60
9.000000,59
11.000000,59
12.000000,59
14.000000,59
15.000000,59
17.000000,59
18.000000,58
19.000000,58
20.000000,58
22.000000,57
23.000000,57
24.000000,56
26.000000,55
27.000000,53
28.000000,50
30.000000,47
31.000000,43
32.000000,38
34.000000,35
35.000000,29
36.000000,25
38.000000,21
39.000000,15
40.000000,12
42.000000,9
43.000000,7
45.000000,6
46.000000,7
47.000000,7
48.000000,8
50.000000,9
51.000000,11
52.000000,13
54.000000,15
55.000000,19
56.000000,23
58.000000,28
59.000000,32
60.000000,37
62.000000,41
63.000000,45
64.000000,50
65.000000,52
67.000000,54
68.000000,56
69.000000,56
70.000000,56
72.000000,55
73.000000,54
74.000000,53
75.000000,50
76.000000,49
77.000000,46
79.000000,41
80.000000,37
82.000000,32
83.000000,26
84.000000,21
86.000000,18
87.000000,14
88.000000,10
90.000000,8
91.000000,7
92.000000,6
94.000000,7
95.000000,7
97.000000,8
98.000000,10
99.000000,11
100.000000,14
101.000000,16
102.000000,20
104.000000,23
105.000000,27
106.000000,29
107.000000,32
109.000000,34
110.000000,35
112.000000,34
113.000000,33
114.000000,31
116.000000,29
117.000000,27
119.000000,26
120.000000,26
121.000000,27
122.000000,28
124.000000,30
125.000000,32
126.000000,33
128.000000,34
129.000000,34
130.000000,33
131.000000,32
133.000000,29
134.000000,28
136.000000,26
137.000000,27
138.000000,27
139.000000,28
141.000000,30
142.000000,32
143.000000,34
144.000000,35
145.000000,35
146.000000,35
147.000000,35
148.000000,33
149.000000,32
151.000000,29
152.000000,28
154.000000,27
155.000000,29
157.000000,31
158.000000,36
160.000000,40
161.000000,44
162.000000,48
163.000000,52
164.000000,55
166.000000,57
167.000000,57
168.000000,58
170.000000,58
170.000000,58
171.000000,59
171.000000,58
171.000000,59
172.000000,59
174.000000,59
